filename	promotion	nomination
1.1 Iraq War in Anbar Province	03:23, 30 August 2012	14:55, 23 June 2012
1.2 Learie Constantine	03:01, 30 August 2012	22:29, 11 August 2012
1.3 Metropolitan Railway	03:01, 30 August 2012	21:12, 2 July 2012
1.4 Pavle Đurišić	08:58, 28 August 2012	and PRODUCER (talk ·
1.5 Otto Graham	14:45, 27 August 2012	05:17, 31 July 2012
1.6 Rodrigues Solitaire	09:07, 27 August 2012	18:56, 24 July 2012
1.7 Give Peace a Chance (Grey's Anatomy)	04:52, 27 August 2012	16:13, 20 August 2012
1.8 Albertus Soegijapranata	04:52, 27 August 2012	05:18, 19 August 2012
1.9 Louis Riel (comics)	16:26, 26 August 2012	03:35, 21 June 2012
1.10 Osiris myth	07:10, 23 August 2012	06:21, 13 July 2012
1.11 Rex Ryan	00:21, 22 August 2012	18:05, 28 July 2012
1.12 SMS König Albert	16:02, 19 August 2012	12:09, 24 July 2012
1.13 Say Hello to My Little Friend	15:44, 19 August 2012	00:50, 27 July 2012
1.14 Louie B. Nunn	14:20, 19 August 2012	12:39, 23 June 2012
1.15 Sons of Soul	13:56, 19 August 2012	14:52, 2 August 2012
1.16 Peter Sellers	13:47, 19 August 2012	19:48, 2 August 2012
1.17 Trait du Nord	13:11, 19 August 2012	August 2012 (UTC), User:Tsaag
1.18 Dorset	21:02, 18 August 2012	17:55, 29 June 2012
1.19 ? (film)	06:01, 18 August 2012	08:19, 21 July 2012
1.20 Joseph B. Foraker	16:56, 17 August 2012	01:00, 6 August 2012
1.21 Pedro I of Brazil	13:54, 17 August 2012	Lecen (talk) and DrKiernan
1.22 Boden Professor of Sanskrit election, 1860	03:34, 17 August 2012	22:56, 24 July 2012
1.23 HMS Bellerophon (1786)	14:45, 14 August 2012	19:21, 4 July 2012
1.24 California State Route 57	23:22, 12 August 2012	09:05, 24 July 2012
1.25 Muckaty Station	12:44, 12 August 2012	12:10, 29 June 2012
1.26 Olmec colossal heads	09:42, 12 August 2012	19:06, 24 June 2012
1.27 Typhoon Chataan	09:16, 12 August 2012	19:55, 4 August 2012
1.28 Reginald Heber	09:16, 12 August 2012	18:01, 6 August 2012
1.29 McDonnell Douglas F/A-18 Hornet in Australian service	09:16, 12 August 2012	10:46, 4 August 2012
1.30 Pelican	09:16, 12 August 2012	contribs), Jimfbleak (talk ·
1.31 U.S. Route 41 Business (Marquette, Michigan)	16:31, 10 August 2012	20:21, 31 July 2012
1.32 Liverpool F.C. in European football	12:03, 8 August 2012	11:49, 9 July 2012
1.33 Kappa Kappa Psi	02:01, 8 August 2012	19:42, 24 June 2012
1.34 United States Senate election in Ohio, 1898	00:22, 6 August 2012	23:09, 24 July 2012
1.35 Problem of religious language	03:57, 8 August 2012	13:23, 15 June 2012
1.36 Marshall Applewhite	03:00, 5 August 2012	06:05, 1 August 2012
1.37 Triangle (The X-Files)	15:58, 4 August 2012	03:24, 28 June 2012
1.38 Clarence 13X	18:50, 1 August 2012	02:33, 20 July 2012
/July 2012
1.1 History of Mars observation	17:08, 30 July 2012	02:41, 27 June 2012
1.2 Maya Angelou	16:54, 30 July 2012	17:40, 22 June 2012
1.3 Poppy Meadow	15:26, 29 July 2012	09:49, 15 July 2012
1.4 HMS Hermes (95)	10:05, 29 July 2012	04:47, 17 June 2012
1.5 Lettuce	09:37, 29 July 2012	13:42, 25 June 2012
1.6 Derek Jeter	12:39, 28 July 2012	18:56, 11 May 2012
1.7 Episode 2 (Twin Peaks)	00:53, 26 July 2012	03:54, 25 June 2012
1.8 HMS Agincourt (1913)	08:19, 23 July 2012	2012 (UTC) and Sturmvogel
1.9 David Evans (RAAF officer)	08:19, 23 July 2012	03:10, 9 July 2012
1.10 Marasmius rotula	08:19, 23 July 2012	05:26, 4 July 2012
1.11 Cosima Wagner	07:25, 23 July 2012	13:29, 6 July 2012
1.12 German battleship Bismarck	15:07, 22 July 2012	13:34, 27 June 2012
1.13 Nickel (United States coin)	11:36, 22 July 2012	14:50, 23 June 2012
1.14 Melville Island (Nova Scotia)	10:56, 15 July 2012	16:44, 29 June 2012
1.15 Richard John Bingham, 7th Earl of Lucan	17:59, 14 July 2012	22:38, 18 June 2012
1.16 Pride & Prejudice (2005 film)	09:01, 14 July 2012	05:14, 28 May 2012
1.17 DNA nanotechnology	02:51, 13 July 2012	22:37, 25 May 2012
1.18 Ed, Edd n Eddy	00:29, 13 July 2012	16:24, 5 May 2012
1.19 Paul McCartney	18:36, 9 July 2012	06:24, 31 May 2012
1.20 Bivalvia	11:57, 9 July 2012	05:28, 12 June 2012
1.21 Thomas J. Hudner, Jr.	23:46, 8 July 2012	14:21, 22 May 2012
1.22 James Rowland (RAAF officer)	15:47, 8 July 2012	02:46, 22 June 2012
1.23 Douglas MacArthur	16:47, 7 July 2012	03:58, 13 May 2012
1.24 A Journey	12:08, 6 July 2012	21:33, 20 May 2012
1.25 Cave Story	12:08, 6 July 2012	17:35, 10 May 2012
1.26 William the Conqueror	02:51, 6 July 2012	12:28, 23 June 2012
1.27 Tammar wallaby	02:51, 6 July 2012	23:48, 6 June 2012
1.28 Aries (constellation)	16:19, 4 July 2012	20:57, 16 June 2012
1.29 Boeing 757	16:09, 4 July 2012	22:17, 18 June 2012
1.30 Banksia ilicifolia	23:43, 1 July 2012	20:28, 11 June 2012
/June 2012
1.1 Smith Act trials of Communist Party leaders	08:00, 30 June 2012	14:06, 11 June 2012
1.2 Arthur Mold	00:34, 29 June 2012	12:45, 9 June 2012
1.3 Grand Teton National Park	15:35, 28 June 2012	14:04, 2 June 2012
1.4 Icelandic Phallological Museum	11:15, 27 June 2012	21:09, 28 May 2012
1.5 Doc Adams	04:14, 26 June 2012	18:36, 25 May 2012
1.6 Byzantine civil war of 1341–1347	15:23, 25 June 2012	11:52, 21 May 2012
1.7 Battle of Milne Bay	12:16, 24 June 2012	21:30, 28 May 2012
1.8 Avery Brundage	14:22, 23 June 2012	22:20, 27 May 2012
1.9 Horseshoe Curve (Pennsylvania)	14:10, 23 June 2012	00:31, 17 May 2012
1.10 Charles Scott (governor)	06:06, 23 June 2012	13:33, 2 May 2012
1.11 New Forest pony	22:37, 22 June 2012	08:26, 14 May 2012
1.12 William S. Sadler	22:03, 22 June 2012	
1.13 Squeeze (The X-Files)	23:34, 21 June 2012	18:25, 24 May 2012
1.14 William Burges	05:39, 21 June 2012	22:33, 4 June 2012
1.15 William T. Anderson	18:11, 20 June 2012	17:23, 7 June 2012
1.16 Reg Saunders	17:39, 20 June 2012	12:12, 28 May 2012
1.17 Typhoon Gay (1989)	05:38, 20 June 2012	13:19, 2 April 2012
1.18 Yogo sapphire	05:09, 20 June 2012	PumpkinSky (talk) and Montanabw
1.19 Here We Go Again (Ray Charles song)	11:47, 16 June 2012	15:41, 6 April 2012
1.20 Myriostoma	02:00, 13 June 2012	19:48, 26 May 2012
1.21 Francis Walsingham	01:46, 13 June 2012	18:53, 18 May 2012
1.22 Pi	16:39, 4 June 2012	02:23, 15 May 2012
1.23 Lynching of Jesse Washington	15:02, 4 June 2012	Nominator(s): Mark Arsten
1.24 Courageous class aircraft carrier	22:38, 2 June 2012	22:42, 24 April 2012
1.25 Andromeda (constellation)	15:47, 2 June 2012	01:44, 16 May 2012
1.26 E.T. the Extra-Terrestrial (album)	15:35, 2 June 2012	11:38, 25 March 2012
/May 2012
1.1 Ruma Maida	02:23, 31 May 2012	10:42, 13 May 2012
1.2 Shangani Patrol	20:05, 28 May 2012	22:24, 24 April 2012
1.3 Western Jackdaw	18:29, 28 May 2012	12:59, 27 April 2012
1.4 Colin Hannah	18:01, 28 May 2012	13:35, 20 May 2012
1.5 A Child of Our Time	20:46, 27 May 2012	22:39, 22 May 2012
1.6 Percheron	12:07, 27 May 2012	14:36, 6 May 2012
1.7 Hugh de Neville	02:50, 27 May 2012	14:17, 13 May 2012
1.8 Alec Douglas-Home	16:34, 26 May 2012	11:48, 17 May 2012
1.9 Edmund Sharpe	01:53, 25 May 2012	14:27, 16 March 2012
1.10 Romances	09:57, 20 May 2012	00:59, 19 April 2012
1.11 Henry Wrigley	08:07, 20 May 2012	03:47, 22 April 2012
1.12 Steve Lukather	04:22, 18 May 2012	00:41, 25 April 2012
1.13 Ranavalona III	05:18, 15 May 2012	05:23, 12 April 2012
1.14 Hurricane Lenny	22:39, 14 May 2012	02:24, 8 April 2012
1.15 William Jennings Bryan presidential campaign, 1896	12:24, 14 May 2012	16:58, 25 April 2012
1.16 Herne Hill railway station	23:23, 13 May 2012	00:08, 27 April 2012
1.17 Cracker Barrel Old Country Store	17:48, 13 May 2012	Nominator(s): Silverseren, WWB
1.18 Santa Maria de Ovila	07:22, 13 May 2012	06:17, 11 March 2012
1.19 Banksia oblongifolia	09:40, 12 May 2012	12:40, 21 April 2012
1.20 Ralph Neville	05:28, 12 May 2012	11:38, 28 April 2012
1.21 Mary, Queen of Scots	14:42, 10 May 2012	09:30, 13 April 2012
1.22 1740 Batavia massacre	13:07, 6 May 2012	06:45, 15 April 2012
1.23 Singapore strategy	12:51, 6 May 2012	22:05, 13 April 2012
1.24 Lactarius torminosus	12:37, 6 May 2012	16:49, 22 April 2012
1.25 Gabriel Fauré	09:34, 6 May 2012	11:25, 3 May 2012
1.26 SMS Ostfriesland	06:26, 5 May 2012	11:36, 21 March 2012
1.27 Tichborne case	04:33, 5 May 2012	20:42, 28 April 2012
1.28 John Sherman Cooper	12:58, 2 May 2012	20:48, 20 March 2012
/April 2012
1.1 Giraffe	21:47, 28 April 2012	20:42, 20 March 2012
1.2 Battle of Radzymin (1920)	18:10, 28 April 2012	
1.3 American Cream Draft	17:07, 28 April 2012	16:39, 1 April 2012
1.4 Steamtown, USA	12:37, 28 April 2012	15:29, 11 March 2012
1.5 Hedley Verity	15:39, 26 April 2012	20:34, 12 April 2012
1.6 United States Assay Commission	15:52, 25 April 2012	10:12, 16 April 2012
1.7 Ficus obliqua	10:23, 21 April 2012	01:14, 25 March 2012
1.8 John Francis Jackson	10:05, 21 April 2012	17:39, 28 March 2012
1.9 Bal des Ardents	09:37, 21 April 2012	21:53, 10 April 2012
1.10 Atlantis: The Lost Empire	18:49, 19 April 2012	14:27, 15 February 2012
1.11 Ahalya	15:32, 16 April 2012	17:15, 23 March 2012
1.12 Dan Leno	07:02, 15 April 2012	Nominator(s): Cassianto
1.13 HMS Vanguard (23)	09:10, 14 April 2012	21:36, 16 March 2012
1.14 Chrisye	20:54, 11 April 2012	23:36, 27 February 2012
1.15 Assassination of William McKinley	14:01, 7 April 2012	08:39, 28 March 2012
1.16 Air raids on Japan	11:28, 7 April 2012	04:41, 17 March 2012
1.17 Psilocybe aztecorum	10:41, 7 April 2012	19:01, 19 March 2012
1.18 Rwanda	17:04, 6 April 2012	10:37, 25 February 2012
1.19 Rainilaiarivony	13:45, 6 April 2012	06:14, 26 February 2012
1.20 Bastion (video game)	00:30, 5 April 2012	19:37, 21 February 2012
1.21 Elias Abraham Rosenberg	00:30, 5 April 2012	Nominator(s): Mark Arsten
1.22 Wage reform in the Soviet Union, 1956–1962	00:58, 4 April 2012	13:01, 18 February 2012
1.23 Murder of Joanna Yeates	16:20, 1 April 2012	15:59, 9 March 2012
/March 2012
1.1 Carmen	13:33, 31 March 2012	17:30, 28 March 2012
1.2 Blakeney Chapel	16:09, 28 March 2012	08:44, 22 March 2012
1.3 John de Gray	16:09, 28 March 2012	13:09, 19 March 2012
1.4 William McKinley	16:09, 28 March 2012	23:51, 16 March 2012
1.5 George Went Hensley	16:09, 28 March 2012	Arsten & • Astynax
1.6 Thomas Blamey	16:09, 28 March 2012	20:53, 9 March 2012
1.7 Roy Dowling	16:09, 28 March 2012	01:56, 21 February 2012
1.8 Xerochrysum bracteatum	23:04, 24 March 2012	07:59, 5 March 2012
1.9 James G. Blaine	22:22, 24 March 2012	18:23, 29 February 2012
1.10 Pilgrim at Tinker Creek	21:48, 24 March 2012	17:08, 29 February 2012
1.11 Jesse L. Brown	18:56, 24 March 2012	23:05, 25 February 2012
1.12 Toothcomb	00:27, 24 March 2012	23:04, 11 March 2012
1.13 Georg Solti	08:58, 22 March 2012	12:34, 12 March 2012
1.14 Capcom Five	23:20, 20 March 2012	16:14, 11 February 2012
1.15 Jaws (film)	06:46, 20 March 2012	04:50, 10 February 2012
1.16 Thurman Tucker	06:46, 20 March 2012	03:47, 12 February 2012
1.17 United States Bicentennial coinage	19:14, 17 March 2012	15:58, 8 March 2012
1.18 Common Tern	18:32, 17 March 2012	09:55, 17 February 2012
1.19 St Cuthbert Gospel	15:00, 17 March 2012	05:04, 3 March 2012
1.20 Spanish conquest of Guatemala	14:48, 17 March 2012	22:59, 14 February 2012
1.21 James Garrard	13:59, 17 March 2012	17:06, 25 January 2012
1.22 HMS Queen Mary	23:14, 15 March 2012	00:32, 12 February 2012
1.23 Noisy Miner	01:51, 15 March 2012	03:14, 22 January 2012
1.24 Golding Bird	21:24, 13 March 2012	00:59, 18 January 2012
1.25 Boletus frostii	20:14, 10 March 2012	18:00, 29 February 2012
1.26 Voluntary Human Extinction Movement	20:03, 10 March 2012	Mark Arsten & Mitch
1.27 Ferugliotherium	14:29, 10 March 2012	15:09, 14 February 2012
1.28 Washington quarter	21:27, 4 March 2012	15:43, 12 February 2012
1.29 Pain fitzJohn	15:46, 4 March 2012	18:14, 21 February 2012
1.30 Alexis Bachelot	14:11, 4 March 2012	00:43, 27 February 2012
1.31 Ontario Highway 401	21:34, 3 March 2012	03:59, 31 December 2011
1.32 Battle of Arawe	13:15, 3 March 2012	04:45, 28 January 2012
1.33 Faryl	10:47, 3 March 2012	17:44, 15 January 2012
1.34 Cathedral of the Immaculate Conception of the Holy Virgin Mary	10:43, 2 March 2012	16:33, 30 January 2012
/February 2012
1.1 Rachel Chiesley, Lady Grange	22:02, 29 February 2012	16:02, 4 February 2012
1.2 Len Hutton	10:28, 28 February 2012	21:30, 12 February 2012
1.3 Prosperity theology	23:12, 27 February 2012	20:16, 15 January 2012
1.4 Sinking of the RMS Titanic	23:23, 25 February 2012	00:32, 2 February 2012
1.5 James Tod	13:34, 25 February 2012	09:06, 30 January 2012
1.6 Birth control movement in the United States	00:37, 23 February 2012	01:34, 30 January 2012
1.7 United States v. Wong Kim Ark	00:37, 23 February 2012	21:24, 14 December 2011
1.8 Elizabeth II	10:20, 21 February 2012	22:13, 13 February 2012
1.9 1907 Tiflis bank robbery	22:16, 20 February 2012	13:35, 13 December 2011
1.10 John Balmer	16:52, 19 February 2012	13:37, 27 January 2012
1.11 George Andrew Davis, Jr.	15:43, 18 February 2012	01:45, 12 January 2012
1.12 Tricholoma pardinum	11:39, 18 February 2012	11:50, 4 February 2012
1.13 Royal Opera, London	11:21, 18 February 2012	13:51, 11 February 2012
1.14 Tropical Storm Cindy (1993)	00:43, 16 February 2012	02:57, 25 January 2012
1.15 President Truman's relief of General Douglas MacArthur	00:43, 16 February 2012	10:13, 13 January 2012
1.16 Mark Satin	00:43, 16 February 2012	23:43, 6 January 2012
1.17 Katharine Hepburn	22:38, 15 February 2012	18:33, 26 January 2012
1.18 Franco-Mongol alliance	07:36, 13 February 2012	19:24, 1 January 2012
1.19 Turning Point (2008)	21:42, 11 February 2012	13:11, 3 December 2011
1.20 Jonathan Agnew	21:42, 11 February 2012	13:03, 23 January 2012
1.21 Cross of Gold speech	21:42, 11 February 2012	18:07, 20 January 2012
1.22 Manhunter (film)	21:42, 11 February 2012	21:38, 19 January 2012
1.23 George W. Romney	21:42, 11 February 2012	16:15, 15 January 2012
1.24 Monteverdi's lost operas	03:38, 10 February 2012	12:05, 4 February 2012
1.25 John Barbirolli	03:38, 10 February 2012	16:44, 26 January 2012
1.26 Hadji Ali	03:38, 10 February 2012	05:18, 30 December 2011
1.27 Baldwin of Forde	19:44, 4 February 2012	13:03, 24 January 2012
1.28 Japanese aircraft carrier Akagi	19:44, 4 February 2012	January 2012 (UTC) and
1.29 South American dreadnought race	19:44, 4 February 2012	09:26, 6 January 2012
1.30 Nyon Conference	23:30, 2 February 2012	23:53, 25 December 2011
1.31 Russell T Davies	23:30, 2 February 2012	13:52, 7 December 2011
/January 2012
1.1 Super Meat Boy	16:59, 30 January 2012	23:59, 17 January 2012
1.2 Halo (Beyoncé Knowles song)	20:56, 28 January 2012	13:16, 11 January 2012
1.3 Martha Layne Collins	16:35, 25 January 2012	18:50, 2 January 2012
1.4 Ray Farquharson	15:52, 24 January 2012	18:17, 11 January 2012
1.5 Hector Waller	15:46, 24 January 2012	04:59, 7 January 2012
1.6 Charles Villiers Stanford	01:52, 24 January 2012	17:28, 12 January 2012
1.7 The Monster (novella)	01:52, 24 January 2012	15:47, 9 January 2012
1.8 W. E. B. Du Bois	01:52, 24 January 2012	15:54, 2 January 2012
1.9 HMS Temeraire (1798)	01:52, 24 January 2012	18:56, 13 December 2011
1.10 Adiantum viridimontanum	17:29, 20 January 2012	06:37, 27 November 2011
1.11 Psilocybin	01:09, 18 January 2012	09:47, 31 December 2011
1.12 New York State Route 319	01:09, 18 January 2012	December 2011 (UTC) and
1.13 American White Ibis	01:09, 18 January 2012	21:19, 17 December 2011
1.14 The Adventures of Brisco County, Jr.	22:15, 16 January 2012	17:11, 8 December 2011
1.15 Faryl Smith	01:53, 13 January 2012	18:30, 8 January 2012
1.16 Stanley Holloway	01:53, 13 January 2012	19:29, 27 November 2011
1.17 1st Provisional Marine Brigade	01:41, 11 January 2012	04:16, 23 December 2011
1.18 Garret Hobart	01:41, 11 January 2012	13:10, 24 December 2011
1.19 White-necked Rockfowl	01:41, 11 January 2012	18:30, 1 November 2011
1.20 Luís Alves de Lima e Silva, Duke of Caxias	22:26, 9 January 2012	15:10, 23 November 2011
1.21 Plateosaurus	19:50, 9 January 2012	22:39, 20 October 2011
1.22 Mathew Charles Lamb	19:58, 7 January 2012	02:17, 11 December 2011
1.23 Typhoon Gay (1992)	23:15, 6 January 2012	04:10, 23 December 2011
1.24 Nicky Barr	23:15, 6 January 2012	14:29, 18 December 2011
1.25 Titchwell Marsh	23:15, 6 January 2012	13:35, 11 December 2011
1.26 German battleship Tirpitz	23:15, 6 January 2012	02:53, 10 December 2011
1.27 HMS New Zealand (1911)	23:15, 6 January 2012	00:59, 30 November 2011
1.28 Boeing 767	23:15, 6 January 2012	23:57, 12 December 2011
1.29 Blonde on Blonde	11:38, 1 January 2012	05:43, 25 October 2011
/December 2011
1.1 Mark Hanna	11:07, 24 December 2011	01:25, 6 December 2011
1.2 Crescent Honeyeater	11:07, 24 December 2011	(UTC), Mdk572 (talk ·
1.3 Single Ladies (Put a Ring on It)	11:07, 24 December 2011	08:08, 20 November 2011
1.4 U.S. Route 2 in Michigan	11:07, 24 December 2011	01:55, 16 November 2011
1.5 Rehab (Rihanna song)	11:07, 24 December 2011	12:32, 13 November 2011
1.6 Diffuse panbronchiolitis	20:56, 22 December 2011	Nominator(s): Rcej (Robert)
1.7 Kenneth R. Shadrick	20:56, 22 December 2011	04:00, 7 November 2011
1.8 One Tree Hill (song)	20:56, 22 December 2011	22:39, 25 November 2011
1.9 American Livestock Breeds Conservancy	20:56, 22 December 2011	23:22, 1 December 2011
1.10 Robert de Chesney	20:56, 22 December 2011	17:52, 7 December 2011
1.11 Les pêcheurs de perles	20:56, 22 December 2011	21:12, 12 December 2011
1.12 Oswald Watt	14:52, 17 December 2011	12:51, 15 November 2011
1.13 Piano music of Gabriel Fauré	03:11, 12 December 2011	17:48, 3 December 2011
1.14 M-185 (Michigan highway)	03:11, 12 December 2011	02:28, 14 November 2011
1.15 Warkworth Castle	03:11, 12 December 2011	16:48, 12 November 2011
1.16 RAF Uxbridge	03:11, 12 December 2011	22:42, 8 November 2011
1.17 Hurricane Gert (1993)	03:11, 12 December 2011	and 12george1 (talk ·
1.18 68th New York Volunteer Infantry Regiment	03:11, 12 December 2011	14:25, 27 October 2011
1.19 1689 Boston revolt	03:11, 12 December 2011	21:01, 8 October 2011
1.20 USS Arizona (BB-39)	01:26, 6 December 2011	04:39, 19 November 2011
1.21 Persoonia levis	01:03, 6 December 2011	15:31, 3 November 2011
1.22 The Entombment (Bouts)	01:03, 6 December 2011	Nominator(s): Ceoil,
1.23 Battle of Kaiapit	01:03, 6 December 2011	20:37, 4 October 2011
1.24 Walking Liberty half dollar	01:03, 6 December 2011	00:32, 17 November 2011
/November 2011
1.1 HMS Courageous (50)	15:58, 23 November 2011	06:10, 7 November 2011
1.2 Indian Head gold pieces	15:58, 23 November 2011	18:58, 23 October 2011
1.3 Ruby Laffoon	15:58, 23 November 2011	16:44, 18 October 2011
1.4 Jovan Vladimir	15:58, 23 November 2011	19:43, 7 October 2011
1.5 Persoonia lanceolata	17:13, 16 November 2011	13:44, 22 October 2011
1.6 Amundsen's South Pole expedition	19:15, 14 November 2011	November 2011 (UTC) and
1.7 Epsilon Eridani	18:13, 14 November 2011	17:22, 21 October 2011
1.8 Australian Cattle Dog	18:13, 14 November 2011	01:32, 25 September 2011
1.9 Geoffrey (archbishop of York)	15:21, 6 November 2011	Malleus Fatuorum (talk ·
1.10 St Nicholas, Blakeney	15:21, 6 November 2011	13:51, 16 October 2011
1.11 Knowle West, Bristol	15:21, 6 November 2011	00:52, 13 October 2011
1.12 HMS Eagle (1918)	15:21, 6 November 2011	18:17, 7 October 2011
1.13 Chaplain–Medic massacre	15:21, 6 November 2011	01:27, 26 September 2011
/October 2011
1.1 Georges Bizet	15:34, 28 October 2011	21:11, 23 October 2011
1.2 Battle of Vukovar	15:05, 28 October 2011	18:26, 3 October 2011
1.3 Willamette River	15:05, 28 October 2011	14:40, 14 September 2011
1.4 Mothers of the Disappeared	18:43, 23 October 2011	01:29, 14 September 2011
1.5 Standing Liberty quarter	18:43, 23 October 2011	16:07, 1 October 2011
1.6 Russian battleship Sevastopol (1895)	01:20, 20 October 2011	01:26, 4 October 2011
1.7 Hudson Valley Rail Trail	01:20, 20 October 2011	20:56, 27 August 2011
1.8 Rogers Hornsby	01:20, 20 October 2011	04:34, 24 August 2011
1.9 Conan the Barbarian (1982 film)	14:52, 15 October 2011	03:08, 10 October 2011
1.10 Ernie Fletcher	14:52, 15 October 2011	14:43, 28 September 2011
1.11 Peter Jeffrey (RAAF officer)	14:52, 15 October 2011	14:02, 25 September 2011
1.12 Stephen, King of England	14:52, 15 October 2011	19:31, 20 September 2011
1.13 Rochester Castle	03:10, 13 October 2011	18:14, 21 September 2011
1.14 Bharattherium	03:10, 13 October 2011	00:27, 30 September 2011
1.15 Calvatia sculpta	03:10, 13 October 2011	17:05, 29 September 2011
1.16 If Day	03:10, 13 October 2011	02:45, 1 October 2011
1.17 HMS Princess Royal (1911)	13:53, 7 October 2011	22:36, 16 September 2011
1.18 Xeromphalina setulipes	14:07, 5 October 2011	20:46, 11 September 2011
1.19 McDonnell XF-85 Goblin	14:07, 5 October 2011	Nominator(s):
1.20 Seacology	14:07, 5 October 2011	20:25, 17 August 2011
1.21 The Human Centipede (First Sequence)	14:07, 5 October 2011	15:23, 12 August 2011
1.22 Turban Head eagle	14:14, 1 October 2011	23:06, 20 September 2011
1.23 George II of Great Britain	14:14, 1 October 2011	12:41, 20 September 2011
1.24 Manchester Ship Canal	14:14, 1 October 2011	22:57, 19 September 2011
1.25 1991 Perfect Storm	14:14, 1 October 2011	19:40, 9 September 2011
/September 2011
1.1 Happy Chandler	22:23, 27 September 2011	17:47, 7 September 2011
1.2 Fairfax Harrison	22:23, 27 September 2011	03:02, 3 September 2011
1.3 Astraeus hygrometricus	22:23, 27 September 2011	22:47, 30 August 2011
1.4 Dermotherium	22:23, 27 September 2011	16:47, 30 August 2011
1.5 George Hirst	22:23, 27 September 2011	23:34, 24 August 2011
1.6 Pepper v Hart	22:23, 27 September 2011	20:37, 27 July 2011
1.7 Chester A. Arthur	22:23, 27 September 2011	10:39, 23 August 2011
1.8 Heidi Game	15:26, 24 September 2011	(UTC), Wehwalt (talk ·
1.9 Aldwych tube station	15:26, 24 September 2011	03:29, 21 August 2011
1.10 United States Senate Democratic primary election in Pennsylvania, 2010	20:55, 20 September 2011	01:25, 29 July 2011
1.11 Frank Bladin	20:55, 20 September 2011	05:52, 3 September 2011
1.12 Afonso, Prince Imperial of Brazil	20:55, 20 September 2011	19:01, 13 September 2011
1.13 Murasaki Shikibu	14:18, 16 September 2011	01:14, 28 August 2011
1.14 Flight Unlimited	14:18, 16 September 2011	06:05, 25 August 2011
1.15 HMS Hood (51)	14:18, 16 September 2011	16:37, 13 July 2011
1.16 Sesame Street	19:58, 11 September 2011	16:42, 22 August 2011
1.17 Fomitiporia ellipsoidea	19:38, 11 September 2011	11:48, 22 August 2011
1.18 Northrop YF-23	14:29, 10 September 2011	Nominator(s):
1.19 SMS Grosser Kurfürst (1913)	14:29, 10 September 2011	15:25, 5 August 2011
1.20 Caroline of Ansbach	14:29, 10 September 2011	08:16, 23 July 2011
1.21 1991 Atlantic hurricane season	21:55, 2 September 2011	04:33, 19 July 2011
1.22 USS Constellation vs La Vengeance	21:55, 2 September 2011	03:37, 15 August 2011
/August 2011
1.1 Drymoreomys	15:31, 30 August 2011	19:19, 23 August 2011
1.2 Brunette Coleman	15:31, 30 August 2011	14:08, 23 August 2011
1.3 Liverpool F.C.	15:31, 30 August 2011	12:58, 13 August 2011
1.4 Calgary Stampede	20:09, 28 August 2011	00:46, 1 August 2011
1.5 Alister Murdoch	01:46, 26 August 2011	02:25, 29 July 2011
1.6 Murder of Julia Martha Thomas	01:46, 26 August 2011	19:32, 22 July 2011
1.7 Paxillus involutus	21:33, 23 August 2011	02:52, 26 July 2011
1.8 Corn Crake	21:33, 23 August 2011	06:05, 6 July 2011
1.9 Brazilian battleship São Paulo	18:54, 23 August 2011	09:47, 10 August 2011
1.10 John Treloar (museum administrator)	18:54, 23 August 2011	02:22, 10 August 2011
1.11 Thurisind	18:54, 23 August 2011	00:13, 25 July 2011
1.12 Thomas the Slav	18:54, 23 August 2011	12:52, 7 July 2011
1.13 Ferugliotheriidae	13:05, 23 August 2011	04:08, 19 July 2011
1.14 Final Fantasy XIII	03:12, 23 August 2011	20:03, 1 August 2011
1.15 Richard Nixon	03:12, 23 August 2011	00:09, 1 August 2011
1.16 Maple syrup	03:12, 23 August 2011	18:57, 31 July 2011
1.17 Iranian Embassy siege	03:12, 23 August 2011	
1.18 Far Eastern Party	03:12, 23 August 2011	04:50, 29 July 2011
1.19 Manhattan Project	03:12, 23 August 2011	10:48, 19 June 2011
1.20 Rova of Antananarivo	03:12, 23 August 2011	03:33, 27 July 2011
1.21 Gerard (archbishop of York)	03:12, 23 August 2011	13:22, 22 July 2011
1.22 Tropical Storm Carrie (1972)	03:12, 23 August 2011	19:44, 21 July 2011
1.23 Super Science Stories	03:12, 23 August 2011	23:56, 19 July 2011
1.24 Gobrecht dollar	03:12, 23 August 2011	15:37, 3 July 2011
1.25 Harmon Killebrew	00:51, 23 August 2011	18:43, 30 June 2011
1.26 Messiah (Handel)	20:13, 4 August 2011	22:21, 27 July 2011
1.27 Franklin half dollar	20:13, 4 August 2011	22:44, 21 July 2011
1.28 Operation Kita	20:13, 4 August 2011	11:30, 16 July 2011
1.29 Small-toothed sportive lemur	20:13, 4 August 2011	05:22, 11 July 2011
1.30 Richard Dannatt, Baron Dannatt	20:13, 4 August 2011	
1.31 Star Trek V: The Final Frontier	20:13, 4 August 2011	14:37, 7 July 2011
1.32 Robin Friday	20:13, 4 August 2011	12:25, 1 July 2011
/July 2011
1.1 James B. McCreary	13:56, 28 July 2011	13:12, 30 June 2011
1.2 Kennet and Avon Canal	13:56, 28 July 2011	15:13, 1 July 2011
1.3 Homicide: Life on the Street (season 2)	13:56, 28 July 2011	01:24, 6 July 2011
1.4 Valston Hancock	13:56, 28 July 2011	23:20, 4 July 2011
